test_id,PM2.5,PM10,O3
miyunshuiku_aq#27,64.5,136.8,101.7
miyunshuiku_aq#28,84.6,159.0,114.2
miyunshuiku_aq#29,99.7,131.9,116.2
miyunshuiku_aq#30,42.1,169.1,129.8
miyunshuiku_aq#31,25.5,142.9,104.8
miyunshuiku_aq#32,17.4,97.5,116.3
miyunshuiku_aq#33,9.5,65.4,116.1
miyunshuiku_aq#34,13.0,64.2,133.7
miyunshuiku_aq#35,10.0,87.4,108.0
miyunshuiku_aq#36,11.5,52.4,112.9
miyunshuiku_aq#37,8.9,46.9,100.5
miyunshuiku_aq#38,9.0,33.9,96.6
miyunshuiku_aq#39,13.4,57.3,72.0
miyunshuiku_aq#40,11.2,42.8,73.5
miyunshuiku_aq#41,11.4,59.1,59.9
miyunshuiku_aq#42,35.6,137.6,63.4
miyunshuiku_aq#43,38.5,158.8,61.1
miyunshuiku_aq#44,38.5,158.3,56.8
miyunshuiku_aq#45,37.9,174.0,56.8
miyunshuiku_aq#46,40.7,174.6,52.1
miyunshuiku_aq#47,39.3,174.6,52.1
donggaocun_aq#0,166.0,134.0,60.1
donggaocun_aq#1,167.1,137.4,71.3
donggaocun_aq#2,169.8,143.9,66.4
donggaocun_aq#3,168.7,182.1,95.4
donggaocun_aq#4,80.5,201.7,117.7
donggaocun_aq#5,54.2,164.8,138.0
donggaocun_aq#6,58.8,114.1,144.0
donggaocun_aq#7,58.3,87.4,190.6
donggaocun_aq#8,57.5,95.5,132.0
donggaocun_aq#9,105.4,90.3,141.5
donggaocun_aq#10,107.6,87.3,135.8
donggaocun_aq#11,120.3,87.9,115.8
donggaocun_aq#12,108.7,144.5,109.8
donggaocun_aq#13,114.5,144.9,86.5
donggaocun_aq#14,102.8,144.9,73.5
donggaocun_aq#15,96.6,98.7,69.1
donggaocun_aq#16,87.3,92.4,79.7
donggaocun_aq#17,84.4,105.8,87.1
donggaocun_aq#18,62.5,88.0,83.4
donggaocun_aq#19,75.8,104.3,60.7
donggaocun_aq#20,81.2,108.8,56.8
donggaocun_aq#21,167.0,156.9,59.1
donggaocun_aq#22,172.8,157.7,59.1
donggaocun_aq#23,172.8,173.8,58.1
donggaocun_aq#24,78.6,221.3,65.6
donggaocun_aq#25,76.1,157.6,48.4
donggaocun_aq#26,72.8,163.4,83.2
donggaocun_aq#27,76.8,170.8,92.2
donggaocun_aq#28,97.2,150.1,109.0
donggaocun_aq#29,32.4,76.8,109.1
donggaocun_aq#30,22.7,74.7,116.8
donggaocun_aq#31,8.2,62.0,102.3
donggaocun_aq#32,8.8,51.3,104.6
donggaocun_aq#33,9.3,56.6,93.6
donggaocun_aq#34,9.4,46.2,96.4
donggaocun_aq#35,8.9,41.0,103.6
donggaocun_aq#36,7.7,45.2,101.5
donggaocun_aq#37,7.4,36.3,90.4
donggaocun_aq#38,7.5,36.3,71.9
donggaocun_aq#39,12.3,49.6,79.4
donggaocun_aq#40,7.1,48.4,64.3
donggaocun_aq#41,10.2,74.0,53.9
donggaocun_aq#42,43.4,163.1,73.4
donggaocun_aq#43,43.2,190.7,60.4
donggaocun_aq#44,41.9,183.3,62.2
donggaocun_aq#45,49.8,181.0,61.3
donggaocun_aq#46,46.2,174.8,60.7
donggaocun_aq#47,47.1,174.6,60.4
yongledian_aq#0,155.5,96.3,29.5
yongledian_aq#1,155.5,95.3,60.5
yongledian_aq#2,155.5,88.7,64.7
yongledian_aq#3,155.5,91.2,98.2
yongledian_aq#4,73.3,91.4,119.7
yongledian_aq#5,56.5,72.0,141.4
yongledian_aq#6,52.8,191.1,149.2
yongledian_aq#7,56.8,170.2,171.8
yongledian_aq#8,47.9,139.1,182.3
yongledian_aq#9,98.5,139.1,145.7
yongledian_aq#10,100.9,124.5,150.6
yongledian_aq#11,108.9,98.3,142.8
yongledian_aq#12,107.2,86.9,117.9
yongledian_aq#13,66.0,89.5,89.4
yongledian_aq#14,106.2,88.4,84.7
yongledian_aq#15,95.5,90.7,71.3
yongledian_aq#16,66.1,81.3,49.1
yongledian_aq#17,68.1,100.6,32.6
yongledian_aq#18,61.6,114.0,38.8
yongledian_aq#19,63.7,155.1,21.5
yongledian_aq#20,85.9,131.3,15.6
yongledian_aq#21,167.4,156.9,5.4
yongledian_aq#22,165.1,140.9,5.4
yongledian_aq#23,172.8,79.1,6.7
yongledian_aq#24,52.4,73.7,18.4
yongledian_aq#25,77.9,172.9,43.0
yongledian_aq#26,80.3,173.8,85.2
yongledian_aq#27,34.4,68.5,102.3
yongledian_aq#28,37.0,54.6,108.5
yongledian_aq#29,26.4,69.0,124.5
yongledian_aq#30,26.0,151.3,124.7
yongledian_aq#31,18.4,130.6,128.0
yongledian_aq#32,16.8,61.5,121.0
yongledian_aq#33,14.8,58.5,125.6
yongledian_aq#34,15.7,55.8,124.6
yongledian_aq#35,15.2,63.3,123.1
yongledian_aq#36,13.0,70.9,106.0
yongledian_aq#37,15.8,65.7,95.1
yongledian_aq#38,15.9,64.7,78.9
yongledian_aq#39,15.4,67.8,47.8
yongledian_aq#40,15.1,58.3,48.4
yongledian_aq#41,51.5,158.5,32.4
yongledian_aq#42,58.5,175.1,40.2
yongledian_aq#43,66.5,188.7,22.8
yongledian_aq#44,64.4,188.5,17.6
yongledian_aq#45,70.7,194.8,9.7
yongledian_aq#46,69.8,194.3,8.8
yongledian_aq#47,76.0,190.1,16.8
yufa_aq#0,166.0,122.6,34.4
yufa_aq#1,166.0,99.2,68.5
yufa_aq#2,163.4,89.0,64.5
yufa_aq#3,146.4,101.7,98.1
yufa_aq#4,54.4,91.1,119.4
yufa_aq#5,50.5,147.2,140.3
yufa_aq#6,52.2,175.5,143.6
yufa_aq#7,58.4,132.0,184.4
yufa_aq#8,50.0,152.1,184.0
yufa_aq#9,95.3,197.9,137.4
yufa_aq#10,97.6,157.1,151.6
yufa_aq#11,106.1,118.8,155.6
yufa_aq#12,92.8,89.2,137.5
yufa_aq#13,103.3,82.9,82.2
yufa_aq#14,103.3,82.7,84.9
yufa_aq#15,95.3,86.4,81.8
yufa_aq#16,94.4,74.8,59.1
yufa_aq#17,62.6,115.1,30.0
yufa_aq#18,63.4,134.8,38.7
yufa_aq#19,79.2,112.1,22.7
yufa_aq#20,81.6,120.8,14.2
yufa_aq#21,158.5,141.8,6.7
yufa_aq#22,167.4,75.5,6.0
yufa_aq#23,168.1,79.3,5.5
yufa_aq#24,45.2,66.9,30.9
yufa_aq#25,73.0,192.6,49.2
yufa_aq#26,70.9,191.4,75.1
yufa_aq#27,70.0,189.8,93.2
yufa_aq#28,85.9,197.4,102.3
yufa_aq#29,39.9,130.1,114.7
yufa_aq#30,18.4,80.2,120.3
yufa_aq#31,9.0,89.6,123.3
yufa_aq#32,9.4,126.1,106.6
yufa_aq#33,14.1,195.4,100.2
yufa_aq#34,10.5,114.6,102.8
yufa_aq#35,9.7,63.5,96.7
yufa_aq#36,9.4,61.6,87.0
yufa_aq#37,9.1,42.5,72.8
yufa_aq#38,10.4,78.0,73.0
yufa_aq#39,16.1,79.4,67.9
yufa_aq#40,31.5,171.3,49.9
yufa_aq#41,35.6,160.0,38.5
yufa_aq#42,87.4,165.8,40.6
yufa_aq#43,59.4,190.5,32.7
yufa_aq#44,60.0,180.3,27.0
yufa_aq#45,64.0,199.0,19.8
yufa_aq#46,66.7,191.7,27.6
yufa_aq#47,66.3,192.5,21.0
liulihe_aq#0,168.6,173.1,25.5
liulihe_aq#1,168.6,184.4,66.5
liulihe_aq#2,169.8,180.7,65.1
liulihe_aq#3,169.8,189.7,89.9
liulihe_aq#4,173.9,178.1,106.4
liulihe_aq#5,78.5,188.9,107.2
liulihe_aq#6,58.5,153.6,132.3
liulihe_aq#7,53.5,106.4,146.3
liulihe_aq#8,87.7,136.8,187.2
liulihe_aq#9,99.0,139.4,131.0
liulihe_aq#10,99.4,149.2,153.5
liulihe_aq#11,99.4,101.1,152.4
liulihe_aq#12,85.6,97.4,127.8
liulihe_aq#13,85.7,97.8,70.7
liulihe_aq#14,68.6,97.8,75.0
liulihe_aq#15,63.0,100.6,67.8
liulihe_aq#16,58.7,95.0,57.2
liulihe_aq#17,61.8,89.3,34.5
liulihe_aq#18,59.0,125.2,45.8
liulihe_aq#19,54.6,98.7,23.8
liulihe_aq#20,75.8,99.2,25.3
liulihe_aq#21,161.7,146.8,13.5
liulihe_aq#22,173.1,152.5,7.4
liulihe_aq#23,173.7,217.3,9.4
liulihe_aq#24,88.4,260.4,32.3
liulihe_aq#25,94.6,195.3,40.7
liulihe_aq#26,95.1,198.4,75.2
liulihe_aq#27,108.0,197.1,110.7
liulihe_aq#28,86.2,196.0,105.5
liulihe_aq#29,100.2,187.0,131.5
liulihe_aq#30,105.1,228.6,139.1
liulihe_aq#31,83.6,259.2,139.5
liulihe_aq#32,114.0,240.4,137.9
liulihe_aq#33,54.1,221.0,111.1
liulihe_aq#34,57.8,199.3,112.3
liulihe_aq#35,56.0,190.0,106.5
liulihe_aq#36,39.1,146.4,93.8
liulihe_aq#37,40.6,66.6,89.2
liulihe_aq#38,41.1,67.3,80.4
liulihe_aq#39,34.9,180.8,76.6
liulihe_aq#40,94.0,203.6,43.4
liulihe_aq#41,72.8,208.9,53.5
liulihe_aq#42,86.5,268.5,35.6
liulihe_aq#43,92.2,284.5,31.7
liulihe_aq#44,74.1,285.3,33.6
liulihe_aq#45,78.1,287.2,23.2
liulihe_aq#46,78.1,289.0,40.6
liulihe_aq#47,79.0,280.0,49.3
qianmen_aq#0,171.8,146.1,17.6
qianmen_aq#1,171.8,144.5,67.3
qianmen_aq#2,170.7,139.5,66.6
qianmen_aq#3,170.7,102.0,90.3
qianmen_aq#4,165.8,90.1,97.8
qianmen_aq#5,73.6,83.7,136.5
qianmen_aq#6,52.9,157.5,139.9
qianmen_aq#7,54.4,156.8,159.3
qianmen_aq#8,53.7,145.4,183.6
qianmen_aq#9,58.0,96.6,137.5
qianmen_aq#10,101.6,92.3,141.4
qianmen_aq#11,102.2,87.5,144.6
qianmen_aq#12,85.3,85.8,124.7
qianmen_aq#13,88.3,86.2,66.0
qianmen_aq#14,103.5,152.3,81.8
qianmen_aq#15,90.2,103.3,72.4
qianmen_aq#16,90.5,100.3,70.3
qianmen_aq#17,68.7,140.8,34.1
qianmen_aq#18,66.2,90.4,52.7
qianmen_aq#19,62.3,86.7,12.1
qianmen_aq#20,74.3,98.2,14.7
qianmen_aq#21,125.2,106.6,12.5
qianmen_aq#22,168.9,131.0,7.2
qianmen_aq#23,168.8,265.6,4.4
qianmen_aq#24,40.5,68.6,16.7
qianmen_aq#25,39.9,60.8,39.4
qianmen_aq#26,39.9,60.8,78.1
qianmen_aq#27,71.4,181.3,95.5
qianmen_aq#28,56.6,180.7,98.7
qianmen_aq#29,93.4,186.5,115.5
qianmen_aq#30,63.1,172.4,119.1
qianmen_aq#31,44.8,168.3,124.7
qianmen_aq#32,31.2,170.7,126.5
qianmen_aq#33,11.1,68.2,104.7
qianmen_aq#34,10.3,63.5,105.5
qianmen_aq#35,9.0,68.5,98.0
qianmen_aq#36,13.3,60.6,91.3
qianmen_aq#37,10.6,39.4,90.5
qianmen_aq#38,12.3,44.3,70.6
qianmen_aq#39,11.0,44.6,67.3
qianmen_aq#40,11.9,50.7,64.6
qianmen_aq#41,14.4,56.9,43.1
qianmen_aq#42,37.4,151.2,43.8
qianmen_aq#43,86.9,184.7,12.5
qianmen_aq#44,53.7,192.1,10.2
qianmen_aq#45,54.5,188.3,4.5
qianmen_aq#46,58.9,190.0,15.3
qianmen_aq#47,67.2,193.1,9.7
yongdingmennei_aq#0,168.7,139.3,13.0
yongdingmennei_aq#1,168.7,137.2,63.5
yongdingmennei_aq#2,167.6,135.1,57.5
yongdingmennei_aq#3,167.6,100.0,92.6
yongdingmennei_aq#4,173.0,87.1,112.9
yongdingmennei_aq#5,82.4,80.5,136.5
yongdingmennei_aq#6,61.5,160.8,138.1
yongdingmennei_aq#7,60.2,156.8,155.3
yongdingmennei_aq#8,62.4,134.3,158.7
yongdingmennei_aq#9,63.3,146.5,183.4
yongdingmennei_aq#10,109.3,85.9,195.9
yongdingmennei_aq#11,109.0,82.7,136.9
yongdingmennei_aq#12,92.9,88.4,125.5
yongdingmennei_aq#13,92.7,86.2,68.5
yongdingmennei_aq#14,94.1,154.6,81.9
yongdingmennei_aq#15,96.8,100.3,71.9
yongdingmennei_aq#16,96.1,98.7,63.4
yongdingmennei_aq#17,62.6,118.1,34.2
yongdingmennei_aq#18,61.8,90.0,41.9
yongdingmennei_aq#19,69.1,86.2,10.6
yongdingmennei_aq#20,153.5,100.7,11.5
yongdingmennei_aq#21,162.3,125.7,8.4
yongdingmennei_aq#22,164.9,132.3,6.3
yongdingmennei_aq#23,164.8,265.6,3.4
yongdingmennei_aq#24,51.4,57.0,10.4
yongdingmennei_aq#25,51.4,60.8,45.0
yongdingmennei_aq#26,59.4,87.8,78.6
yongdingmennei_aq#27,73.3,171.8,96.3
yongdingmennei_aq#28,69.2,175.4,101.7
yongdingmennei_aq#29,56.5,184.7,109.8
yongdingmennei_aq#30,53.9,171.3,120.7
yongdingmennei_aq#31,31.9,166.3,126.6
yongdingmennei_aq#32,37.8,178.7,126.9
yongdingmennei_aq#33,9.0,55.7,125.8
yongdingmennei_aq#34,10.2,65.1,104.8
yongdingmennei_aq#35,10.2,60.9,91.3
yongdingmennei_aq#36,10.1,58.5,92.2
yongdingmennei_aq#37,7.9,32.6,54.9
yongdingmennei_aq#38,12.0,40.0,63.3
yongdingmennei_aq#39,9.4,54.5,58.9
yongdingmennei_aq#40,9.8,52.1,54.0
yongdingmennei_aq#41,16.3,51.0,39.9
yongdingmennei_aq#42,39.1,150.0,41.9
yongdingmennei_aq#43,61.3,183.5,16.4
yongdingmennei_aq#44,53.9,192.1,10.7
yongdingmennei_aq#45,53.9,188.9,3.6
yongdingmennei_aq#46,62.5,189.9,10.1
yongdingmennei_aq#47,64.1,189.9,19.1
xizhimenbei_aq#0,167.1,144.6,26.5
xizhimenbei_aq#1,167.1,144.8,55.1
xizhimenbei_aq#2,170.3,146.9,68.5
xizhimenbei_aq#3,169.2,102.0,92.5
xizhimenbei_aq#4,167.7,87.1,95.3
xizhimenbei_aq#5,116.5,88.1,124.8
xizhimenbei_aq#6,56.0,163.9,136.1
xizhimenbei_aq#7,51.9,157.4,155.3
xizhimenbei_aq#8,57.0,130.2,168.0
xizhimenbei_aq#9,51.9,103.0,185.5
xizhimenbei_aq#10,101.6,89.8,124.8
xizhimenbei_aq#11,101.6,89.9,120.7
xizhimenbei_aq#12,85.3,88.1,119.4
xizhimenbei_aq#13,90.7,154.2,84.1
xizhimenbei_aq#14,90.6,152.6,83.7
xizhimenbei_aq#15,89.4,101.8,74.0
xizhimenbei_aq#16,84.4,96.4,68.9
xizhimenbei_aq#17,86.8,135.6,34.1
xizhimenbei_aq#18,61.2,88.4,51.3
xizhimenbei_aq#19,58.5,88.2,12.5
xizhimenbei_aq#20,72.9,100.4,6.0
xizhimenbei_aq#21,156.8,105.1,9.3
xizhimenbei_aq#22,168.2,139.4,3.0
xizhimenbei_aq#23,167.4,273.9,6.4
xizhimenbei_aq#24,32.3,84.1,13.9
xizhimenbei_aq#25,52.6,84.1,41.7
xizhimenbei_aq#26,52.6,84.1,66.9
xizhimenbei_aq#27,74.8,170.7,95.4
xizhimenbei_aq#28,62.3,170.4,95.5
xizhimenbei_aq#29,54.4,185.0,114.8
xizhimenbei_aq#30,56.0,180.6,119.1
xizhimenbei_aq#31,33.1,168.5,124.8
xizhimenbei_aq#32,39.0,166.7,123.9
xizhimenbei_aq#33,11.8,64.0,98.6
xizhimenbei_aq#34,10.8,62.7,103.1
xizhimenbei_aq#35,9.5,62.2,94.6
xizhimenbei_aq#36,10.2,60.7,88.9
xizhimenbei_aq#37,13.8,41.2,70.2
xizhimenbei_aq#38,15.6,41.2,77.9
xizhimenbei_aq#39,14.8,41.1,65.1
xizhimenbei_aq#40,12.1,51.9,56.0
xizhimenbei_aq#41,10.9,62.3,42.6
xizhimenbei_aq#42,27.6,68.2,39.5
xizhimenbei_aq#43,79.9,168.1,11.4
xizhimenbei_aq#44,59.3,193.5,16.5
xizhimenbei_aq#45,62.3,188.9,4.3
xizhimenbei_aq#46,53.1,178.8,16.4
xizhimenbei_aq#47,73.3,183.0,9.9
nansanhuan_aq#0,174.9,146.2,15.0
nansanhuan_aq#1,174.9,144.6,58.8
nansanhuan_aq#2,177.6,141.4,56.9
nansanhuan_aq#3,176.5,103.0,84.1
nansanhuan_aq#4,173.8,93.0,94.4
nansanhuan_aq#5,73.6,88.6,114.5
nansanhuan_aq#6,52.2,165.7,117.0
nansanhuan_aq#7,51.0,164.7,124.1
nansanhuan_aq#8,53.3,138.2,123.8
nansanhuan_aq#9,56.6,137.5,145.3
nansanhuan_aq#10,102.6,87.8,141.2
nansanhuan_aq#11,101.6,84.6,107.1
nansanhuan_aq#12,85.5,89.8,96.7
nansanhuan_aq#13,85.3,87.6,67.5
nansanhuan_aq#14,90.7,154.9,80.0
nansanhuan_aq#15,89.4,104.6,61.5
nansanhuan_aq#16,89.4,103.0,51.4
nansanhuan_aq#17,63.6,127.9,37.4
nansanhuan_aq#18,62.8,107.4,42.9
nansanhuan_aq#19,74.1,97.1,10.6
nansanhuan_aq#20,163.9,113.2,9.7
nansanhuan_aq#21,172.7,130.5,8.4
nansanhuan_aq#22,175.3,156.5,6.3
nansanhuan_aq#23,175.9,271.5,3.4
nansanhuan_aq#24,53.2,63.1,12.5
nansanhuan_aq#25,53.2,63.1,39.8
nansanhuan_aq#26,67.1,111.6,52.2
nansanhuan_aq#27,72.5,188.5,78.9
nansanhuan_aq#28,72.4,173.8,80.5
nansanhuan_aq#29,55.4,186.9,110.7
nansanhuan_aq#30,53.9,180.6,114.7
nansanhuan_aq#31,30.8,176.1,119.2
nansanhuan_aq#32,37.2,181.5,107.2
nansanhuan_aq#33,8.8,70.7,70.0
nansanhuan_aq#34,9.2,75.9,68.7
nansanhuan_aq#35,8.7,57.8,82.8
nansanhuan_aq#36,11.0,61.7,73.5
nansanhuan_aq#37,7.4,40.3,49.8
nansanhuan_aq#38,12.1,44.2,66.2
nansanhuan_aq#39,8.7,64.6,58.9
nansanhuan_aq#40,9.4,68.8,48.9
nansanhuan_aq#41,15.7,66.6,36.8
nansanhuan_aq#42,37.4,195.0,39.8
nansanhuan_aq#43,58.8,224.8,17.1
nansanhuan_aq#44,56.6,237.1,11.7
nansanhuan_aq#45,58.1,219.9,3.6
nansanhuan_aq#46,64.1,218.9,10.1
nansanhuan_aq#47,66.1,218.9,19.1
dongsihuan_aq#0,167.1,145.2,16.9
dongsihuan_aq#1,167.1,140.9,67.3
dongsihuan_aq#2,168.7,144.9,55.4
dongsihuan_aq#3,162.4,100.0,85.5
dongsihuan_aq#4,165.7,78.9,111.2
dongsihuan_aq#5,75.1,81.5,135.9
dongsihuan_aq#6,50.4,154.3,130.2
dongsihuan_aq#7,50.0,183.2,139.4
dongsihuan_aq#8,53.0,199.1,140.6
dongsihuan_aq#9,58.0,145.4,128.9
dongsihuan_aq#10,60.3,107.4,130.4
dongsihuan_aq#11,104.6,94.1,135.3
dongsihuan_aq#12,87.7,89.0,113.2
dongsihuan_aq#13,90.7,86.4,62.4
dongsihuan_aq#14,100.9,149.2,64.2
dongsihuan_aq#15,92.6,102.3,66.4
dongsihuan_aq#16,92.9,114.6,62.9
dongsihuan_aq#17,63.7,164.2,45.6
dongsihuan_aq#18,60.5,125.7,44.0
dongsihuan_aq#19,57.3,121.7,17.6
dongsihuan_aq#20,71.7,118.2,26.3
dongsihuan_aq#21,156.1,124.6,4.8
dongsihuan_aq#22,164.9,137.1,2.0
dongsihuan_aq#23,167.4,272.5,3.4
dongsihuan_aq#24,31.8,74.0,12.1
dongsihuan_aq#25,49.4,68.4,38.5
dongsihuan_aq#26,49.4,68.4,52.1
dongsihuan_aq#27,73.2,149.1,83.4
dongsihuan_aq#28,59.5,182.3,98.7
dongsihuan_aq#29,64.5,191.1,104.4
dongsihuan_aq#30,51.3,146.8,114.5
dongsihuan_aq#31,39.4,169.7,120.1
dongsihuan_aq#32,25.4,162.7,118.8
dongsihuan_aq#33,9.9,47.6,87.1
dongsihuan_aq#34,7.4,53.0,93.2
dongsihuan_aq#35,7.5,52.7,85.7
dongsihuan_aq#36,6.7,68.1,82.1
dongsihuan_aq#37,9.9,42.4,69.0
dongsihuan_aq#38,9.8,42.4,67.1
dongsihuan_aq#39,9.4,42.4,50.5
dongsihuan_aq#40,11.4,59.0,51.5
dongsihuan_aq#41,11.3,69.7,40.3
dongsihuan_aq#42,24.7,96.1,36.7
dongsihuan_aq#43,61.1,189.6,9.6
dongsihuan_aq#44,53.1,192.1,10.2
dongsihuan_aq#45,56.5,196.9,4.3
dongsihuan_aq#46,50.3,186.1,10.2
dongsihuan_aq#47,70.7,206.5,9.9
CD1#0,25.959999999999997,32.040000000000006,
CD1#1,22.93,32.84,
CD1#2,20.729999999999997,32.86,
CD1#3,23.729999999999997,34.94,
CD1#4,23.759999999999998,36.26,
CD1#5,25.629999999999995,38.4,
CD1#6,25.389999999999997,33.85,
CD1#7,25.509999999999998,33.91,
CD1#8,23.55,32.85,
CD1#9,22.94,33.86,
CD1#10,22.409999999999997,33.290000000000006,
CD1#11,21.809999999999995,28.870000000000005,
CD1#12,21.65,30.409999999999997,
CD1#13,19.05,27.97,
CD1#14,17.56,25.06,
CD1#15,16.67,23.990000000000002,
CD1#16,16.970000000000002,24.9,
CD1#17,16.76,24.839999999999996,
CD1#18,18.8,23.99,
CD1#19,19.560000000000002,25.259999999999998,
CD1#20,19.669999999999998,26.380000000000003,
CD1#21,19.15,27.28,
CD1#22,14.99,33.63,
CD1#23,11.94,33.11,
CD1#24,11.620000000000001,22.0,
CD1#25,9.95,22.55,
CD1#26,10.649999999999999,21.82,
CD1#27,9.849999999999998,23.27,
CD1#28,10.34,26.179999999999996,
CD1#29,9.74,29.279999999999994,
CD1#30,10.169999999999998,31.130000000000003,
CD1#31,10.930000000000001,30.65,
CD1#32,10.24,30.6,
CD1#33,10.0,30.129999999999995,
CD1#34,3.8600000000000003,26.940000000000005,
CD1#35,3.87,18.470000000000002,
CD1#36,10.45,22.89,
CD1#37,5.51,25.450000000000003,
CD1#38,7.93,15.84,
CD1#39,7.93,13.75,
CD1#40,7.6899999999999995,17.860000000000003,
CD1#41,7.539999999999999,21.62,
CD1#42,7.93,21.33,
CD1#43,8.65,19.479999999999997,
CD1#44,8.629999999999999,18.97,
CD1#45,9.44,16.46,
CD1#46,9.540000000000001,16.360000000000003,
CD1#47,8.24,16.12,
BL0#0,22.82,32.510000000000005,
BL0#1,21.11,34.660000000000004,
BL0#2,22.09,37.25000000000001,
BL0#3,24.75,34.43,
BL0#4,24.559999999999995,35.88,
BL0#5,24.579999999999995,36.08,
BL0#6,25.24,33.81,
BL0#7,26.079999999999995,32.400000000000006,
BL0#8,24.119999999999997,31.200000000000006,
BL0#9,22.95,31.200000000000006,
BL0#10,20.0,31.419999999999998,
BL0#11,20.050000000000004,28.439999999999998,
BL0#12,22.36,27.869999999999997,
BL0#13,21.479999999999997,29.209999999999997,
BL0#14,20.3,24.589999999999996,
BL0#15,19.659999999999997,25.659999999999997,
BL0#16,18.18,26.46999999999999,
BL0#17,18.730000000000004,24.99,
BL0#18,20.18,28.4,
BL0#19,20.810000000000002,27.6,
BL0#20,23.02,27.860000000000003,
BL0#21,23.309999999999995,28.75,
BL0#22,18.07,33.95,
BL0#23,13.690000000000001,33.540000000000006,
BL0#24,19.78,31.329999999999995,
BL0#25,7.99,29.950000000000006,
BL0#26,8.65,25.689999999999998,
BL0#27,8.4,24.130000000000003,
BL0#28,10.809999999999999,24.8,
BL0#29,11.0,29.259999999999998,
BL0#30,10.4,28.830000000000002,
BL0#31,3.4800000000000004,28.0,
BL0#32,4.15,28.02,
BL0#33,6.88,29.810000000000002,
BL0#34,3.5300000000000002,34.6,
BL0#35,3.46,23.37,
BL0#36,2.73,20.51,
BL0#37,3.96,26.809999999999995,
BL0#38,3.8800000000000003,18.830000000000002,
BL0#39,3.2600000000000002,22.03,
BL0#40,4.180000000000001,21.54,
BL0#41,3.3200000000000003,18.69,
BL0#42,3.8600000000000003,19.39,
BL0#43,4.41,15.540000000000001,
BL0#44,4.3100000000000005,16.46,
BL0#45,6.320000000000001,14.429999999999998,
BL0#46,12.55,16.64,
BL0#47,11.870000000000001,18.05,
GR4#0,24.619999999999997,27.43,
GR4#1,21.49,32.11,
GR4#2,21.03,33.410000000000004,
GR4#3,23.7,33.660000000000004,
GR4#4,24.9,35.290000000000006,
GR4#5,24.289999999999996,35.040000000000006,
GR4#6,25.57,31.660000000000004,
GR4#7,24.09,32.63,
GR4#8,22.36,32.63,
GR4#9,22.34,32.71,
GR4#10,21.36,31.96,
GR4#11,21.130000000000003,27.140000000000004,
GR4#12,20.3,28.389999999999997,
GR4#13,18.35,22.869999999999997,
GR4#14,16.919999999999998,22.689999999999998,
GR4#15,17.77,23.93,
GR4#16,18.410000000000004,22.61,
GR4#17,21.45,22.639999999999997,
GR4#18,19.85,23.209999999999997,
GR4#19,21.119999999999997,22.52,
GR4#20,21.610000000000003,23.2,
GR4#21,20.4,24.799999999999997,
GR4#22,15.169999999999996,24.779999999999998,
GR4#23,11.919999999999998,27.120000000000005,
GR4#24,16.66,27.790000000000003,
GR4#25,8.28,26.939999999999998,
GR4#26,9.25,19.53,
GR4#27,9.790000000000001,24.4,
GR4#28,9.56,25.339999999999996,
GR4#29,11.91,28.6,
GR4#30,8.3,30.48,
GR4#31,6.890000000000001,29.79,
GR4#32,7.760000000000001,30.32,
GR4#33,7.37,28.6,
GR4#34,3.3200000000000003,26.950000000000006,
GR4#35,3.84,19.110000000000003,
GR4#36,8.940000000000001,21.880000000000003,
GR4#37,5.949999999999999,25.909999999999997,
GR4#38,3.8999999999999995,21.23,
GR4#39,3.8899999999999997,15.860000000000003,
GR4#40,4.15,13.029999999999998,
GR4#41,5.039999999999999,20.18,
GR4#42,4.619999999999999,19.529999999999998,
GR4#43,4.76,18.79,
GR4#44,5.4799999999999995,18.79,
GR4#45,7.040000000000001,19.099999999999998,
GR4#46,7.6,17.86,
GR4#47,7.0,15.84,
MY7#0,25.919999999999995,38.400000000000006,
MY7#1,23.33,37.87,
MY7#2,24.07,38.019999999999996,
MY7#3,23.759999999999998,32.42,
MY7#4,23.809999999999995,36.230000000000004,
MY7#5,25.259999999999998,38.63,
MY7#6,24.43,34.269999999999996,
MY7#7,24.759999999999998,36.019999999999996,
MY7#8,23.589999999999996,33.8,
MY7#9,23.38,33.019999999999996,
MY7#10,22.779999999999994,33.0,
MY7#11,22.249999999999996,29.790000000000003,
MY7#12,22.369999999999997,29.940000000000005,
MY7#13,19.46,30.389999999999997,
MY7#14,17.009999999999998,28.85,
MY7#15,16.71,27.639999999999997,
MY7#16,17.07,29.96,
MY7#17,16.66,28.339999999999996,
MY7#18,18.580000000000002,29.059999999999995,
MY7#19,18.740000000000002,27.82,
MY7#20,17.65,28.259999999999998,
MY7#21,17.65,28.509999999999998,
MY7#22,15.290000000000001,32.769999999999996,
MY7#23,11.849999999999998,31.53,
MY7#24,13.66,26.5,
MY7#25,13.099999999999998,28.32,
MY7#26,11.78,24.39,
MY7#27,12.72,27.369999999999997,
MY7#28,13.459999999999999,28.75,
MY7#29,16.619999999999997,41.32,
MY7#30,13.809999999999999,42.260000000000005,
MY7#31,14.0,44.5,
MY7#32,13.919999999999998,44.5,
MY7#33,13.77,45.029999999999994,
MY7#34,10.66,34.33,
MY7#35,12.15,28.949999999999996,
MY7#36,13.610000000000003,34.05,
MY7#37,11.959999999999997,29.310000000000002,
MY7#38,12.45,26.96,
