CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,id,station_id,test_id,time,apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,lat,long,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windGust,windSpeed
,-100,,-100,-100,,2977788,KF1,None,4/28/2018 16:00,5.34,0.62,4/28/2018 16:00,5.99,0.91,partly-cloudy-night,51.52104675,-0.21349214,376.84,0,0,,1012.76,Mostly Cloudy,7.33,0,6.82,26,13.74,6.59
,47.6,,-100,-100,,2977789,CD9,None,4/28/2018 16:00,5.55,0.62,4/28/2018 16:00,6.08,0.91,partly-cloudy-night,51.52770662,-0.129053205,376.12,0,0,,1012.74,Mostly Cloudy,7.48,0,6.64,24,13.64,6.49
,-100,,9.8,6,,2977790,CT3,None,4/28/2018 16:00,5.66,0.63,4/28/2018 16:00,6.18,0.91,partly-cloudy-night,51.51384718,-0.077765682,375.67,0,0,,1012.72,Mostly Cloudy,7.54,0,6.59,24,13.53,6.34
,-100,,-100,-100,,2977791,CT2,None,4/28/2018 16:00,5.72,0.62,4/28/2018 16:00,6.13,0.9,partly-cloudy-night,51.51452534,-0.104515626,375.9,0,0,,1012.72,Mostly Cloudy,7.59,0,6.62,24,13.57,6.4
,-100,,-100,5.3,,2977792,BX9,None,4/28/2018 16:00,5.69,0.64,4/28/2018 16:00,6.27,0.92,partly-cloudy-night,51.46598327,0.184877127,373.22,0,0,,1012.54,Mostly Cloudy,7.47,0,6.53,16,13.03,5.97
,10.6,,6.6,-100,,2977793,BX1,None,4/28/2018 16:00,5.69,0.64,4/28/2018 16:00,6.27,0.92,partly-cloudy-night,51.46598327,0.184877127,373.22,0,0,,1012.54,Mostly Cloudy,7.47,0,6.53,16,13.03,5.97
,-100,,14.4,6.8,,2977794,TH4,None,4/28/2018 16:00,5.75,0.67,4/28/2018 16:00,6.36,0.92,partly-cloudy-night,51.51504617,-0.008418493,375.08,0,0,,1012.69,Mostly Cloudy,7.53,0,6.4,22,13.43,6.04
,38.7,,17,8,,2977795,ST5,None,4/28/2018 16:00,5.48,0.62,4/28/2018 16:00,6.12,0.92,partly-cloudy-night,51.3892869,-0.141661525,375.56,0,0,,1012.69,Mostly Cloudy,7.37,0,6.68,27,12.92,6.3
,-100,,8,6,,2977796,RB7,None,4/28/2018 16:00,5.51,0.64,4/28/2018 16:00,6.21,0.92,partly-cloudy-night,51.56948433,0.082907475,374.33,0,0,,1012.68,Mostly Cloudy,7.36,0,6.42,20,13.66,6.17
,-100,,-100,7.5,,2977797,TD5,None,4/28/2018 16:00,5.25,0.58,4/28/2018 16:00,5.96,0.92,partly-cloudy-night,51.42525604,-0.345608291,377.54,0.0051,0.02,rain,1012.73,Partly Cloudy,7.23,0,6.83,26,13.55,6.48
,84.4,,21.1,9.9,,2977870,CD1,None,4/28/2018 17:00,5.42,0.59,4/28/2018 17:00,6.06,0.92,partly-cloudy-night,51.544219,-0.175284,377.94,0.0051,0.02,rain,1012.68,Partly Cloudy,7.29,0,7.02,26,13.97,6.22
,44,,9.5,2.6,,2977871,BL0,None,4/28/2018 17:00,5.67,0.59,4/28/2018 17:00,6.09,0.91,partly-cloudy-night,51.522287,-0.125848,377.47,0,0,,1012.66,Partly Cloudy,7.49,0,6.98,27,13.87,6.12
,15.9,,4.7,4.9,,2977872,GR4,None,4/28/2018 17:00,5.77,0.63,4/28/2018 17:00,6.39,0.93,partly-cloudy-night,51.45258,0.070766,375.34,0,0,,1012.54,Mostly Cloudy,7.52,0,6.8,23,13.93,5.93
,-100,,9.6,4.4,,2977873,MY7,None,4/28/2018 17:00,5.57,0.59,4/28/2018 17:00,6.08,0.91,partly-cloudy-night,51.52254,-0.15459,377.71,0,0,,1012.66,Partly Cloudy,7.41,0,7.01,27,13.85,6.16
,11.5,,5.9,6,,2977874,HV1,None,4/28/2018 17:00,5.77,0.62,4/28/2018 17:00,6.3,0.92,partly-cloudy-night,51.52078746,0.205460706,374.44,0,0,,1012.49,Mostly Cloudy,7.48,0,6.77,18,14.13,5.8
,22.7,,8.5,5.1,,2977875,GN3,None,4/28/2018 17:00,5.9,0.65,4/28/2018 17:00,6.51,0.93,partly-cloudy-night,51.486957,0.095111,375.34,0,0,,1012.54,Mostly Cloudy,7.58,0,6.65,24,13.96,5.78
,41.6,,11.8,1.9,,2977876,GR9,None,4/28/2018 17:00,5.81,0.63,4/28/2018 17:00,6.41,0.93,partly-cloudy-night,51.456357,0.040725,375.64,0,0,,1012.55,Mostly Cloudy,7.54,0,6.78,25,13.89,5.88
,40,,11.4,9,,2977877,LW2,None,4/28/2018 17:00,5.69,0.62,4/28/2018 17:00,6.27,0.92,partly-cloudy-night,51.474954,-0.039641,376.49,0,0,,1012.61,Mostly Cloudy,7.46,0,6.87,29,13.83,5.96
,70.5,,7.3,7.6,,2977878,GN0,None,4/28/2018 17:00,6.02,0.67,4/28/2018 17:00,6.64,0.93,partly-cloudy-night,51.490532,0.074003,375.56,0,0,,1012.55,Mostly Cloudy,7.66,0,6.52,26,13.94,5.68
,-100,,-100,-100,,2977879,KF1,None,4/28/2018 17:00,5.37,0.59,4/28/2018 17:00,6.06,0.92,partly-cloudy-night,51.52104675,-0.21349214,378.22,0.0051,0.02,rain,1012.68,Partly Cloudy,7.28,0,7.1,28,13.81,6.31
,61.8,,-100,-100,,2977880,CD9,None,4/28/2018 17:00,5.63,0.59,4/28/2018 17:00,6.09,0.91,partly-cloudy-night,51.52770662,-0.129053205,377.51,0,0,,1012.66,Partly Cloudy,7.45,0,6.98,27,13.89,6.12
,-100,,11,-100,,2977881,CT3,None,4/28/2018 17:00,5.73,0.6,4/28/2018 17:00,6.17,0.91,partly-cloudy-night,51.51384718,-0.077765682,377.03,0,0,,1012.64,Mostly Cloudy,7.51,0,6.91,28,13.86,6.01
,-100,,-100,-100,,2977882,CT2,None,4/28/2018 17:00,5.79,0.59,4/28/2018 17:00,6.11,0.9,partly-cloudy-night,51.51452534,-0.104515626,377.26,0,0,,1012.65,Partly Cloudy,7.57,0,6.95,28,13.85,6.06
,-100,,-100,5.6,,2977883,BX9,None,4/28/2018 17:00,5.77,0.62,4/28/2018 17:00,6.31,0.92,partly-cloudy-night,51.46598327,0.184877127,374.39,0,0,,1012.47,Mostly Cloudy,7.49,0,6.77,18,14.08,5.83
,11.2,,8.3,-100,,2977884,BX1,None,4/28/2018 17:00,5.77,0.62,4/28/2018 17:00,6.31,0.92,partly-cloudy-night,51.46598327,0.184877127,374.39,0,0,,1012.47,Mostly Cloudy,7.49,0,6.77,18,14.08,5.83
,-100,,16.6,8.6,,2977885,TH4,None,4/28/2018 17:00,5.82,0.66,4/28/2018 17:00,6.39,0.92,partly-cloudy-night,51.51504617,-0.008418493,376.44,0,0,,1012.61,Mostly Cloudy,7.53,0,6.67,27,13.92,5.85
,36.9,,10,8,,2977886,ST5,None,4/28/2018 17:00,5.41,0.58,4/28/2018 17:00,6.17,0.92,partly-cloudy-night,51.3892869,-0.141661525,376.81,0.0051,0.02,rain,1012.59,Partly Cloudy,7.31,0,7.17,30,13.76,6.32
,-100,,8.6,6,,2977887,RB7,None,4/28/2018 17:00,5.62,0.63,4/28/2018 17:00,6.24,0.93,partly-cloudy-night,51.56948433,0.082907475,375.71,0,0,,1012.6,Mostly Cloudy,7.37,0,6.75,23,14.16,5.86
,-100,,-100,5.6,,2977888,TD5,None,4/28/2018 17:00,5.23,0.54,4/28/2018 17:00,6.01,0.92,partly-cloudy-night,51.42525604,-0.345608291,378.95,0.0076,0.02,rain,1012.65,Partly Cloudy,7.17,0,7.11,28,13.82,6.33
,74.6,,21.5,13,,2977926,CD1,None,4/28/2018 18:00,5.09,0.85,4/28/2018 18:00,5.56,0.9,partly-cloudy-night,51.544219,-0.175284,377.34,0,0,,1012.4,Mostly Cloudy,7.1,0,6.87,28,14.33,6.5
,42.3,,11,6.8,,2977927,BL0,None,4/28/2018 18:00,5.34,0.86,4/28/2018 18:00,5.62,0.89,partly-cloudy-night,51.522287,-0.125848,376.84,0,0,,1012.38,Mostly Cloudy,7.27,0,6.82,27,14.23,6.36
,15.2,,5.7,5.8,,2977928,GR4,None,4/28/2018 18:00,5.54,0.89,4/28/2018 18:00,5.79,0.9,partly-cloudy-night,51.45258,0.070766,374.64,0,0,,1012.25,Mostly Cloudy,7.38,0,6.75,26,14.38,6.13
,-100,,9.7,6.8,,2977929,MY7,None,4/28/2018 18:00,5.25,0.85,4/28/2018 18:00,5.59,0.89,partly-cloudy-night,51.52254,-0.15459,377.11,0,0,,1012.39,Mostly Cloudy,7.21,0,6.85,28,14.21,6.41
,12.5,,13.4,12.8,,2977930,HV1,None,4/28/2018 18:00,5.51,0.89,4/28/2018 18:00,5.82,0.9,partly-cloudy-night,51.52078746,0.205460706,373.7,0.0076,0.02,rain,1012.19,Mostly Cloudy,7.35,0,6.8,23,14.48,6.13
,23.8,,9.5,6.7,,2977931,GN3,None,4/28/2018 18:00,5.69,0.91,4/28/2018 18:00,5.84,0.89,partly-cloudy-night,51.486957,0.095111,374.63,0,0,,1012.26,Mostly Cloudy,7.47,0,6.64,24,14.35,6.01
,32.7,,9.3,3.6,,2977932,GR9,None,4/28/2018 18:00,5.59,0.9,4/28/2018 18:00,5.79,0.89,partly-cloudy-night,51.456357,0.040725,374.93,0,0,,1012.27,Mostly Cloudy,7.41,0,6.73,25,14.34,6.06
,47.5,,11.8,17.5,,2977933,LW2,None,4/28/2018 18:00,5.46,0.89,4/28/2018 18:00,5.69,0.9,partly-cloudy-night,51.474954,-0.039641,375.81,0,0,,1012.33,Mostly Cloudy,7.31,0,6.7,27,14.23,6.11
,52.3,,10.5,9.9,,2977934,GN0,None,4/28/2018 18:00,5.84,0.94,4/28/2018 18:00,5.88,0.89,cloudy,51.490532,0.074003,374.85,0,0,,1012.27,Overcast,7.57,0,6.51,23,14.32,5.9
,-100,,-100,-100,,2977935,KF1,None,4/28/2018 18:00,5.16,0.83,4/28/2018 18:00,5.53,0.89,partly-cloudy-night,51.52104675,-0.21349214,377.66,0,0,,1012.4,Mostly Cloudy,7.15,0,6.95,28,14.14,6.49
,57.4,,-100,-100,,2977936,CD9,None,4/28/2018 18:00,5.3,0.86,4/28/2018 18:00,5.62,0.89,partly-cloudy-night,51.52770662,-0.129053205,376.88,0,0,,1012.38,Mostly Cloudy,7.24,0,6.82,27,14.26,6.36
,-100,,17,7,,2977937,CT3,None,4/28/2018 18:00,5.43,0.88,4/28/2018 18:00,5.66,0.89,partly-cloudy-night,51.51384718,-0.077765682,376.37,0,0,,1012.36,Mostly Cloudy,7.31,0,6.75,27,14.23,6.22
,-100,,-100,-100,,2977938,CT2,None,4/28/2018 18:00,5.46,0.87,4/28/2018 18:00,5.64,0.89,partly-cloudy-night,51.51452534,-0.104515626,376.62,0,0,,1012.37,Mostly Cloudy,7.34,0,6.79,27,14.2,6.27
,-100,,-100,6.6,,2977939,BX9,None,4/28/2018 18:00,5.52,0.88,4/28/2018 18:00,5.82,0.9,partly-cloudy-night,51.46598327,0.184877127,373.68,0.0051,0.02,rain,1012.17,Mostly Cloudy,7.36,0,6.78,23,14.48,6.14
,6,,8.4,-100,,2977940,BX1,None,4/28/2018 18:00,5.52,0.88,4/28/2018 18:00,5.82,0.9,partly-cloudy-night,51.46598327,0.184877127,373.68,0.0051,0.02,rain,1012.17,Mostly Cloudy,7.36,0,6.78,23,14.48,6.14
,-100,,16.5,9.4,,2977941,TH4,None,4/28/2018 18:00,5.59,0.92,4/28/2018 18:00,5.77,0.89,partly-cloudy-night,51.51504617,-0.008418493,375.72,0,0,,1012.33,Mostly Cloudy,7.39,0,6.61,25,14.3,6.02
,31,,10,10,,2977942,ST5,None,4/28/2018 18:00,5.31,0.82,4/28/2018 18:00,5.61,0.9,partly-cloudy-night,51.3892869,-0.141661525,376.23,0,0,,1012.32,Mostly Cloudy,7.21,0,6.89,30,14.21,6.22
,-100,,7,13,,2977943,RB7,None,4/28/2018 18:00,5.32,0.91,4/28/2018 18:00,5.72,0.9,partly-cloudy-night,51.56948433,0.082907475,374.96,0,0,,1012.31,Mostly Cloudy,7.19,0,6.71,25,14.58,6.15
,-100,,-100,6.8,,2977944,TD5,None,4/28/2018 18:00,5.09,0.76,4/28/2018 18:00,5.51,0.9,partly-cloudy-night,51.42525604,-0.345608291,378.48,0.0076,0.02,rain,1012.37,Mostly Cloudy,7.08,0,6.99,28,14.13,6.41
,60.4,,19.8,11.7,,2977982,CD1,None,4/28/2018 19:00,5.01,0.57,4/28/2018 19:00,5.53,0.91,partly-cloudy-night,51.544219,-0.175284,376.37,0,0,,1012.05,Partly Cloudy,6.96,0,6.93,17,14.62,6.2
,41.3,,11.9,-100,,2977983,BL0,None,4/28/2018 19:00,5.29,0.59,4/28/2018 19:00,5.51,0.89,partly-cloudy-night,51.522287,-0.125848,375.84,0,0,,1012.03,Partly Cloudy,7.15,0,6.88,16,14.51,6.06
,13.4,,10.4,6.7,,2977984,GR4,None,4/28/2018 19:00,5.51,0.6,4/28/2018 19:00,5.84,0.91,partly-cloudy-night,51.45258,0.070766,373.6,0,0,,1011.88,Mostly Cloudy,7.25,0,6.79,11,14.61,5.77
,-100,,10.8,6.7,,2977985,MY7,None,4/28/2018 19:00,5.19,0.57,4/28/2018 19:00,5.52,0.9,partly-cloudy-night,51.52254,-0.15459,376.14,0,0,,1012.04,Partly Cloudy,7.08,0,6.91,16,14.48,6.11
,14.4,,10.5,10.1,,2977986,HV1,None,4/28/2018 19:00,5.42,0.63,4/28/2018 19:00,5.79,0.91,partly-cloudy-night,51.52078746,0.205460706,372.64,0.0076,0.03,rain,1011.82,Mostly Cloudy,7.2,0,6.85,11,14.67,5.84
,19.4,,11.4,8.1,,2977987,GN3,None,4/28/2018 19:00,5.69,0.64,4/28/2018 19:00,5.98,0.91,partly-cloudy-night,51.486957,0.095111,373.56,0,0,,1011.88,Mostly Cloudy,7.38,0,6.66,7,14.56,5.67
,32.7,,10.6,9.4,,2977988,GR9,None,4/28/2018 19:00,5.58,0.62,4/28/2018 19:00,5.87,0.91,partly-cloudy-night,51.456357,0.040725,373.88,0,0,,1011.89,Mostly Cloudy,7.31,0,6.76,10,14.58,5.73
,46.1,,13.4,17.3,,2977989,LW2,None,4/28/2018 19:00,5.42,0.63,4/28/2018 19:00,5.71,0.9,partly-cloudy-night,51.474954,-0.039641,374.77,0,0,,1011.97,Mostly Cloudy,7.19,0,6.77,13,14.48,5.79
,47.2,,10.4,8.4,,2977990,GN0,None,4/28/2018 19:00,5.88,0.67,4/28/2018 19:00,6.13,0.91,partly-cloudy-night,51.490532,0.074003,373.76,0,0,,1011.9,Mostly Cloudy,7.51,0,6.53,4,14.54,5.56
,-100,,-100,-100,,2977991,KF1,None,4/28/2018 19:00,5.08,0.53,4/28/2018 19:00,5.55,0.9,partly-cloudy-night,51.52104675,-0.21349214,376.77,0,0,,1012.05,Partly Cloudy,7.02,0,7.02,18,14.4,6.23
,54.8,,-100,-100,,2977992,CD9,None,4/28/2018 19:00,5.26,0.59,4/28/2018 19:00,5.52,0.9,partly-cloudy-night,51.52770662,-0.129053205,375.87,0,0,,1012.03,Partly Cloudy,7.12,0,6.89,16,14.54,6.06
,-100,,16.2,2,,2977993,CT3,None,4/28/2018 19:00,5.39,0.61,4/28/2018 19:00,5.58,0.89,partly-cloudy-night,51.51384718,-0.077765682,375.32,0,0,,1012,Mostly Cloudy,7.19,0,6.82,14,14.5,5.91
,-100,,-100,-100,,2977994,CT2,None,4/28/2018 19:00,5.42,0.6,4/28/2018 19:00,5.49,0.89,partly-cloudy-night,51.51452534,-0.104515626,375.6,0,0,,1012.01,Mostly Cloudy,7.23,0,6.86,15,14.47,5.97
,-100,,-100,8.2,,2977995,BX9,None,4/28/2018 19:00,5.44,0.61,4/28/2018 19:00,5.8,0.91,partly-cloudy-night,51.46598327,0.184877127,372.65,0.0076,0.03,rain,1011.8,Mostly Cloudy,7.21,0,6.83,11,14.65,5.82
,4.8,,6.4,-100,,2977996,BX1,None,4/28/2018 19:00,5.44,0.61,4/28/2018 19:00,5.8,0.91,partly-cloudy-night,51.46598327,0.184877127,372.65,0.0076,0.03,rain,1011.8,Mostly Cloudy,7.21,0,6.83,11,14.65,5.82
,-100,,17.5,11.4,,2977997,TH4,None,4/28/2018 19:00,5.59,0.66,4/28/2018 19:00,5.87,0.91,partly-cloudy-night,51.51504617,-0.008418493,374.58,0,0,,1011.97,Mostly Cloudy,7.3,0,6.66,10,14.59,5.71
,30.6,,10,11,,2977998,ST5,None,4/28/2018 19:00,5.26,0.5,4/28/2018 19:00,5.58,0.9,partly-cloudy-night,51.3892869,-0.141661525,375.37,0,0,,1011.95,Partly Cloudy,7.07,0,6.98,19,14.49,5.88
,-100,,15.6,12,,2977999,RB7,None,4/28/2018 19:00,5.28,0.69,4/28/2018 19:00,5.78,0.91,partly-cloudy-night,51.56948433,0.082907475,373.78,0,0,,1011.95,Mostly Cloudy,7.12,0,6.76,11,14.93,5.96
,-100,,-100,9.2,,2978000,TD5,None,4/28/2018 19:00,5.02,0.55,4/28/2018 19:00,5.54,0.91,partly-cloudy-night,51.42525604,-0.345608291,377.74,0,0,,1012.04,Partly Cloudy,6.94,0,6.94,18,14.38,6.11
,49.3,,14.5,9.2,,2978038,CD1,None,4/28/2018 20:00,5.5,0.9,4/28/2018 20:00,4.97,0.84,partly-cloudy-night,51.544219,-0.175284,375.81,0,0,,1011.89,Mostly Cloudy,7.53,0,7.52,14,14.96,6.89
,35.6,,10.4,-100,,2978039,BL0,None,4/28/2018 20:00,5.82,0.92,4/28/2018 20:00,5.05,0.83,partly-cloudy-night,51.522287,-0.125848,375.26,0,0,,1011.86,Mostly Cloudy,7.77,0,7.45,14,14.83,6.79
,12.8,,9.4,5.7,,2978040,GR4,None,4/28/2018 20:00,5.55,0.98,4/28/2018 20:00,5.24,0.85,cloudy,51.45258,0.070766,372.98,0,0,,1011.7,Overcast,7.56,0,7.28,13,14.87,6.8
,-100,,10.1,9.3,,2978041,MY7,None,4/28/2018 20:00,5.74,0.91,4/28/2018 20:00,5.02,0.83,partly-cloudy-night,51.52254,-0.15459,375.58,0,0,,1011.87,Mostly Cloudy,7.72,0,7.49,14,14.8,6.81
,9.8,,11.8,11.5,,2978042,HV1,None,4/28/2018 20:00,5.45,0.98,4/28/2018 20:00,5.29,0.86,cloudy,51.52078746,0.205460706,371.93,0.0102,0.03,rain,1011.63,Overcast,7.52,0,7.32,10,14.9,6.97
,13.5,,10.5,8.4,,2978043,GN3,None,4/28/2018 20:00,5.74,0.97,4/28/2018 20:00,5.29,0.85,cloudy,51.486957,0.095111,372.91,0.0051,0.03,rain,1011.71,Overcast,7.72,0,7.03,12,14.8,6.82
,26.4,,11.4,8.2,,2978044,GR9,None,4/28/2018 20:00,5.74,0.98,4/28/2018 20:00,5.24,0.84,cloudy,51.456357,0.040725,373.27,0,0,,1011.72,Overcast,7.71,0,7.24,14,14.86,6.75
,37.7,,12.9,21.6,,2978045,LW2,None,4/28/2018 20:00,5.88,0.96,4/28/2018 20:00,5.16,0.83,cloudy,51.474954,-0.039641,374.18,0,0,,1011.8,Overcast,7.8,0,7.28,15,14.78,6.68
,42.5,,9.1,11.2,,2978046,GN0,None,4/28/2018 20:00,5.99,0.97,4/28/2018 20:00,5.33,0.84,cloudy,51.490532,0.074003,373.12,0.0051,0.03,rain,1011.72,Overcast,7.92,0,6.79,13,14.8,6.79
,-100,,-100,-100,,2978047,KF1,None,4/28/2018 20:00,5.64,0.89,4/28/2018 20:00,4.94,0.83,partly-cloudy-night,51.52104675,-0.21349214,376.23,0,0,,1011.89,Mostly Cloudy,7.64,0,7.67,14,14.73,6.85
,44.2,,-100,-100,,2978048,CD9,None,4/28/2018 20:00,5.79,0.92,4/28/2018 20:00,5.04,0.83,partly-cloudy-night,51.52770662,-0.129053205,375.3,0,0,,1011.86,Mostly Cloudy,7.76,0,7.45,14,14.87,6.81
,-100,,15.6,8,,2978049,CT3,None,4/28/2018 20:00,5.46,0.94,4/28/2018 20:00,5.08,0.85,cloudy,51.51384718,-0.077765682,374.73,0,0,,1011.83,Overcast,7.46,0,7.35,14,14.81,6.73
,-100,,-100,-100,,2978050,CT2,None,4/28/2018 20:00,5.5,0.93,4/28/2018 20:00,5.06,0.84,partly-cloudy-night,51.51452534,-0.104515626,375.03,0,0,,1011.84,Mostly Cloudy,7.51,0,7.41,14,14.79,6.75
,-100,,-100,7.8,,2978051,BX9,None,4/28/2018 20:00,4.94,0.98,4/28/2018 20:00,5.27,0.88,cloudy,51.46598327,0.184877127,371.98,0.0076,0.03,rain,1011.6,Overcast,7.08,0,7.31,11,14.86,6.92
,2.5,,7.6,-100,,2978052,BX1,None,4/28/2018 20:00,4.94,0.98,4/28/2018 20:00,5.27,0.88,cloudy,51.46598327,0.184877127,371.98,0.0076,0.03,rain,1011.6,Overcast,7.08,0,7.31,11,14.86,6.92
,-100,,16.3,8.3,,2978053,TH4,None,4/28/2018 20:00,5.98,0.96,4/28/2018 20:00,5.24,0.83,cloudy,51.51504617,-0.008418493,373.96,0,0,,1011.8,Overcast,7.89,0,6.98,14,14.89,6.72
,22,,16,10,,2978054,ST5,None,4/28/2018 20:00,5.4,0.96,4/28/2018 20:00,5.03,0.85,cloudy,51.3892869,-0.141661525,374.86,0,0,,1011.78,Overcast,7.41,0,7.76,17,14.84,6.72
,-100,,11,14,,2978055,RB7,None,4/28/2018 20:00,5.04,0.96,4/28/2018 20:00,5.17,0.87,cloudy,51.56948433,0.082907475,373.1,0.0051,0.03,rain,1011.78,Overcast,7.17,0,7.15,11,15.27,6.94
,-100,,-100,11.9,,2978056,TD5,None,4/28/2018 20:00,5.2,0.85,4/28/2018 20:00,4.84,0.85,partly-cloudy-night,51.42525604,-0.345608291,377.3,0,0,,1011.87,Mostly Cloudy,7.26,0,7.65,15,14.76,6.8
,53.2,,14.9,7.5,,2978094,CD1,None,4/28/2018 21:00,4.62,0.94,4/28/2018 21:00,5.33,0.9,cloudy,51.544219,-0.175284,376.44,0.0076,0.03,rain,1011.87,Overcast,6.87,0,7.61,14,15.37,7.17
,35,,10.7,-100,,2978095,BL0,None,4/28/2018 21:00,4.81,0.96,4/28/2018 21:00,5.41,0.9,cloudy,51.522287,-0.125848,375.85,0.0051,0.03,rain,1011.84,Overcast,7.01,0,7.53,13,15.21,7.09
,8.9,,8.5,7.6,,2978096,GR4,None,4/28/2018 21:00,5.08,1,4/28/2018 21:00,5.61,0.9,cloudy,51.45258,0.070766,373.4,0.0051,0.03,rain,1011.67,Overcast,7.21,0,7.37,12,15.17,6.98
,-100,,12,8.5,,2978097,MY7,None,4/28/2018 21:00,4.75,0.95,4/28/2018 21:00,5.37,0.9,cloudy,51.52254,-0.15459,376.18,0.0051,0.03,rain,1011.85,Overcast,6.97,0,7.59,13,15.21,7.12
,9.8,,5.8,5.4,,2978098,HV1,None,4/28/2018 21:00,5.06,1,4/28/2018 21:00,5.61,0.9,cloudy,51.52078746,0.205460706,372.3,0.0076,0.03,rain,1011.6,Overcast,7.17,0,7.39,10,15.12,6.9
,11.9,,11,6.5,,2978099,GN3,None,4/28/2018 21:00,5.24,1,4/28/2018 21:00,5.69,0.89,cloudy,51.486957,0.095111,373.33,0.0076,0.03,rain,1011.67,Overcast,7.34,0,7.09,11,15.07,6.98
,28.5,,13.1,6.6,,2978100,GR9,None,4/28/2018 21:00,5.14,1,4/28/2018 21:00,5.62,0.89,cloudy,51.456357,0.040725,373.72,0.0051,0.03,rain,1011.68,Overcast,7.26,0,7.34,12,15.17,6.99
,38.6,,19.4,17.1,,2978101,LW2,None,4/28/2018 21:00,4.97,0.99,4/28/2018 21:00,5.51,0.9,cloudy,51.474954,-0.039641,374.69,0.0051,0.03,rain,1011.77,Overcast,7.11,0,7.36,13,15.12,6.97
,31.4,,12.5,9.1,,2978102,GN0,None,4/28/2018 21:00,5.4,1,4/28/2018 21:00,5.77,0.89,cloudy,51.490532,0.074003,373.57,0.0051,0.03,rain,1011.69,Overcast,7.48,0,6.85,11,15.07,6.98
,-100,,-100,-100,,2978103,KF1,None,4/28/2018 21:00,4.67,0.94,4/28/2018 21:00,5.29,0.89,cloudy,51.52104675,-0.21349214,376.85,0.0051,0.03,rain,1011.88,Overcast,6.93,0,7.9,15,15.19,7.25
,47.3,,-100,-100,,2978104,CD9,None,4/28/2018 21:00,4.79,0.96,4/28/2018 21:00,5.39,0.9,cloudy,51.52770662,-0.129053205,375.89,0.0051,0.03,rain,1011.84,Overcast,6.99,0,7.54,13,15.25,7.09
,-100,,15.6,7,,2978105,CT3,None,4/28/2018 21:00,4.91,0.98,4/28/2018 21:00,5.46,0.89,cloudy,51.51384718,-0.077765682,375.29,0.0051,0.03,rain,1011.81,Overcast,7.07,0,7.42,13,15.15,7.02
,-100,,-100,-100,,2978106,CT2,None,4/28/2018 21:00,4.9,0.97,4/28/2018 21:00,5.44,0.89,cloudy,51.51452534,-0.104515626,375.6,0.0051,0.03,rain,1011.82,Overcast,7.07,0,7.49,13,15.15,7.04
,-100,,-100,7.8,,2978107,BX9,None,4/28/2018 21:00,5.06,1,4/28/2018 21:00,5.62,0.9,cloudy,51.46598327,0.184877127,372.32,0.0076,0.03,rain,1011.57,Overcast,7.17,0,7.42,10,15.11,6.89
,-0.1,,7.8,-100,,2978108,BX1,None,4/28/2018 21:00,5.06,1,4/28/2018 21:00,5.62,0.9,cloudy,51.46598327,0.184877127,372.32,0.0076,0.03,rain,1011.57,Overcast,7.17,0,7.42,10,15.11,6.89
,-100,,17.4,10,,2978109,TH4,None,4/28/2018 21:00,5.11,0.99,4/28/2018 21:00,5.62,0.89,cloudy,51.51504617,-0.008418493,374.5,0.0051,0.03,rain,1011.77,Overcast,7.24,0,7.04,12,15.17,6.99
,17.6,,11,11,,2978110,ST5,None,4/28/2018 21:00,4.84,0.98,4/28/2018 21:00,5.38,0.89,cloudy,51.3892869,-0.141661525,375.37,0.0051,0.03,rain,1011.75,Overcast,7.02,0,7.99,15,15.31,7.01
,-100,,11,17,,2978111,RB7,None,4/28/2018 21:00,4.91,0.99,4/28/2018 21:00,5.51,0.9,cloudy,51.56948433,0.082907475,373.62,0.0076,0.03,rain,1011.75,Overcast,7.07,0,7.15,11,15.51,7
,-100,,-100,8.9,,2978112,TD5,None,4/28/2018 21:00,4.64,0.89,4/28/2018 21:00,5.22,0.89,partly-cloudy-night,51.42525604,-0.345608291,377.98,0.0051,0.02,rain,1011.86,Mostly Cloudy,6.88,0,7.97,14,15.32,7.12
,39.5,,14.7,8.3,,2978150,CD1,None,4/28/2018 22:00,4.68,0.9,4/28/2018 22:00,5.27,0.9,partly-cloudy-day,51.544219,-0.175284,377.61,0.0127,0.03,rain,1011.88,Mostly Cloudy,6.84,0,6.45,16,15.83,6.83
,-100,,-100,-100,,2978151,BL0,None,4/28/2018 22:00,4.88,0.91,4/28/2018 22:00,5.29,0.89,partly-cloudy-day,51.522287,-0.125848,376.96,0.0102,0.03,rain,1011.84,Mostly Cloudy,6.98,0,6.43,15,15.64,6.75
,7.6,,5.9,9.5,,2978152,GR4,None,4/28/2018 22:00,5.06,0.91,4/28/2018 22:00,5.55,0.9,partly-cloudy-day,51.45258,0.070766,374.3,0.0102,0.04,rain,1011.67,Mostly Cloudy,7.13,0,6.5,10,15.51,6.72
,-100,,12.4,8,,2978153,MY7,None,4/28/2018 22:00,4.81,0.91,4/28/2018 22:00,5.28,0.89,partly-cloudy-day,51.52254,-0.15459,377.31,0.0102,0.03,rain,1011.86,Mostly Cloudy,6.93,0,6.45,15,15.67,6.76
